Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
94400  Keminmaa Keskus (Keminmaa),680,3,0,7,0,10,17,29,22,22,3,7,5,61,7,48,69,311,18,41,0,0,0
94430  Kaakamo (Tornio),78,3,0,6,0,0,14,3,13,3,2,0,1,0,0,0,13,16,2,2,0,0,0
94450  Lassila-Jokisuu (Keminmaa),974,7,0,208,18,21,126,285,144,25,3,1,8,41,2,4,40,29,1,11,0,0,0
94460  Ruottala (Tornio),40,9,0,8,0,0,19,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
94500  Lautiosaari (Keminmaa),387,15,198,23,0,4,35,19,51,0,0,0,1,0,13,0,15,6,0,7,0,0,0
94600  Ristikangas-Kivikko (Kemi),1454,0,104,113,0,9,274,326,72,20,12,23,21,53,70,32,216,73,12,24,0,0,0
94700  Takajärvi-Haukkari (Kemi),479,2,3,16,1,0,69,54,55,4,2,0,8,2,16,0,21,212,0,14,0,0,0
94720  Peurasaari (Kemi),165,2,0,8,57,12,17,5,6,0,0,0,0,2,37,0,0,11,7,1,0,0,0
94800  Veitsiluoto (Kemi),727,0,0,722,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
94830  Pikku Berliini-Hepola (Kemi),185,0,0,64,0,0,1,29,8,22,0,0,2,0,0,0,34,10,0,15,0,0,0
94900  Ajos (Kemi),227,0,0,22,0,0,1,1,199,2,0,0,0,1,0,0,0,0,0,1,0,0,0
95100  Kuivaniemi Keskus (Ii),153,21,10,3,1,2,10,18,21,3,0,0,1,1,0,5,22,28,5,2,0,0,0
95110  Kuivaniemi kk (Ii),31,11,0,0,0,0,0,8,2,1,0,1,0,0,5,0,0,0,0,3,0,0,0
95130  Hyryoja (Ii),18,9,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95160  Oijärvi-Lamminperä (Ii),12,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
95200  Simo Keskus (Simo),443,22,10,3,7,2,37,25,22,13,0,2,1,28,1,25,45,177,4,19,0,0,0
95210  Filpus (Simo),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95220  Simoniemi (Simo),15,5,0,0,0,0,3,0,0,2,0,0,0,1,3,0,0,0,0,1,0,0,0
95225  Viantie (Simo),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95230  Maksniemi (Simo),40,4,0,0,0,0,3,0,10,7,0,1,0,1,1,0,0,12,0,1,0,0,0
95255  Alaniemi (Simo),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95260  Tainionjoki (Simo),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95270  Yli-Kärppä-Tainionjoki (Simo),15,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
95300  Tervola Keskus (Tervola),616,50,1,92,9,4,32,47,25,38,2,7,1,12,5,58,47,158,2,26,0,0,0
95310  Liedakkala (Keminmaa),79,12,0,1,0,0,2,6,7,0,0,1,14,0,0,0,3,23,2,8,0,0,0
95315  Törmä (Keminmaa),17,11,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
95325  Paakkola (Tervola),15,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
95330  Tervola (Tervola),95,33,3,30,0,0,3,6,4,4,1,0,0,3,0,0,6,0,0,2,0,0,0
95340  Loue (Tervola),77,25,5,1,0,0,8,4,2,0,0,0,0,3,0,0,29,0,0,0,0,0,0
95350  Peura (Tervola),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95355  Koivu-Peura (Tervola),36,8,0,1,0,0,4,0,7,13,0,0,0,1,1,0,0,0,0,1,0,0,0
95365  Maula (Keminmaa),23,4,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95370  Itäkoski (Keminmaa),25,10,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0
95375  Yli-Paakkola (Tervola),30,8,0,2,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
95400  Tornio Keskus (Tornio),2242,5,0,26,0,12,65,250,47,152,43,79,45,137,47,236,368,622,47,61,0,0,0
95410  Kiviranta (Tornio),487,12,16,114,1,0,61,24,19,3,0,0,1,14,8,0,57,147,0,10,0,0,0
95420  Miukki-Palosaari-Luotomäki (Tornio),1689,3,0,209,25,16,229,451,121,39,1,1,8,78,182,43,100,119,34,30,0,0,0
95430  Suensaari (Tornio),116,3,0,0,1,0,9,0,4,0,1,0,0,0,0,0,0,89,1,8,0,0,0
95440  Kyläjoki (Tornio),110,4,0,16,0,1,9,6,45,2,0,1,0,2,0,2,12,4,4,2,0,0,0
95450  Kirkonmäki (Tornio),454,3,0,197,0,0,47,25,20,1,2,0,1,10,25,0,30,54,2,37,0,0,0
95460  Kantojärvi (Tornio),132,27,0,10,0,14,20,9,7,0,0,1,0,1,11,0,28,1,0,3,0,0,0
95470  Pirkkiö-Röyttä (Tornio),1803,7,0,1695,6,0,25,13,11,22,4,1,0,2,5,0,7,1,2,2,0,0,0
95490  Terästehtaanalue (Tornio),366,0,0,258,17,2,0,0,52,0,0,0,0,0,37,0,0,0,0,0,0,0,0
95500  Vojakkala-Yli-Liakka (Tornio),85,25,0,5,0,0,19,7,3,1,2,0,1,1,14,0,0,2,1,4,0,0,0
95520  Kukkola (Tornio),28,17,0,0,0,0,3,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
95530  Karunki (Tornio),127,19,1,2,0,0,27,7,8,2,1,0,0,1,4,0,13,36,1,5,0,0,0
95540  Korpikylä (Tornio),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95560  Aapajoki (Tornio),35,13,0,7,0,0,11,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95590  Arpela (Tornio),135,54,0,16,4,1,4,4,30,1,0,0,1,2,1,0,9,7,0,1,0,0,0
95600  Ylitornio Keskus (Ylitornio),862,31,0,55,4,4,84,132,28,31,8,8,1,16,48,62,56,254,8,31,0,0,1
95610  Kainuunkylä (Ylitornio),29,19,0,0,0,0,0,4,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
95615  Pekanpää (Ylitornio),13,7,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
95620  Aavasaksa (Ylitornio),95,23,0,1,0,0,6,0,21,10,0,0,0,1,32,0,0,0,0,1,0,0,0
95630  Kuivakangas (Ylitornio),20,7,0,0,0,0,3,0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,0
95635  Kaulinranta (Ylitornio),34,3,0,0,0,0,4,2,10,0,0,0,1,4,0,0,8,0,0,2,0,0,0
95640  Juoksenki (Pello),31,9,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95645  Turtola (Pello),39,9,0,22,0,0,3,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
95655  Etelä-Portimojärvi (Ylitornio),15,11,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95660  Kantomaanpää (Ylitornio),14,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95670  Pessalompolo (Ylitornio),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95675  Meltosjärvi (Ylitornio),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95680  Lohijärvi (Ylitornio),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95690  Mellakoski (Ylitornio),21,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
95700  Pello Keskus (Pello),931,76,1,52,28,4,38,114,123,33,3,11,9,33,39,62,35,238,2,30,0,0,0
95710  Naamijoki (Pello),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95720  Jarhoinen (Pello),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95750  Orajärvi (Pello),15,6,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,3,1,0,0,0,0
95760  Konttajärvi (Pello),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95770  Lankojärvi (Pello),13,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
95780  Sirkkakoski (Pello),17,6,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0
95790  Lampsijärvi (Pello),13,2,0,1,0,0,4,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
95800  Sieppijärvi-Taapajärvi (Kolari),40,8,0,0,0,0,11,7,2,0,0,0,0,0,2,0,5,0,0,5,0,0,0
95830  Vaattojärvi (Kolari),26,11,0,1,0,0,6,1,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0
95840  Venejärvenkylä (Kolari),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95850  Ruokojärvi (Kolari),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95860  Pasmajärvi (Kolari),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95900  Kolari Keskus (Kolari),640,25,0,35,5,0,24,91,25,38,6,2,4,29,28,45,47,201,6,29,0,0,0
95920  Saaripudas (Kolari),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95930  Äkäsjoensuu (Kolari),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95940  Tapojärvi (Muonio),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95950  Kihlanki-Tapojärvi (Muonio),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95970  Äkäslompolo (Kolari),320,0,0,5,0,10,9,66,21,113,9,0,8,3,23,1,8,17,21,6,0,0,0
95980  Ylläsjärvi (Kolari),120,1,0,0,0,0,3,22,1,27,0,0,8,3,18,0,0,6,28,3,0,0,0
95990  Kurtakko (Kolari),13,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0
96100  Rovaniemi Keskus (Rovaniemi),6712,191,3,82,238,14,396,488,415,191,277,8,65,521,387,1371,197,1419,171,278,0,0,0
96190  Lapinrinne-Ahokangas (Rovaniemi),557,9,0,20,0,0,95,17,75,0,0,5,3,27,100,0,0,200,0,6,0,0,0
96200  Sahanperä-Ratantaus (Rovaniemi),3009,6,2,19,0,0,69,440,39,470,76,237,108,185,332,140,329,246,153,158,0,0,0
96300  Niemelänkangas-Korvanniemi (Rovaniemi),2529,3,0,181,0,0,150,413,143,34,88,2,20,104,65,7,1108,167,19,25,0,0,0
96320  Teollisuuskylä (Rovaniemi),2110,0,2,696,0,35,249,741,241,42,0,0,2,70,11,0,3,0,11,6,0,0,1
96400  Pullinranta-Kiiruna (Rovaniemi),2695,2,0,24,0,0,32,55,7,33,197,5,1,105,7,5,194,1876,75,77,0,0,0
96440  Ounasrinne (Rovaniemi),493,0,0,0,0,0,4,18,6,2,2,0,1,2,9,0,72,365,4,8,0,0,0
96460  Pöykkölä (Rovaniemi),155,5,0,4,0,0,68,8,7,7,0,1,0,10,9,0,1,29,3,3,0,0,0
96500  Korkalovaara (Rovaniemi),343,16,0,4,0,0,18,43,49,6,1,0,2,5,6,15,108,47,13,10,0,0,0
96600  Koskenkylä (Rovaniemi),110,3,0,0,0,0,23,6,14,28,4,0,0,2,3,0,10,3,12,2,0,0,0
96700  Niskanperä (Rovaniemi),67,5,0,3,0,0,19,6,7,2,0,1,2,4,0,0,8,9,1,0,0,0,0
96800  Ylikylä-Patosaari (Rovaniemi),151,1,0,2,0,0,36,2,12,0,0,0,8,9,4,0,30,36,4,7,0,0,0
96900  Saarenkylä (Rovaniemi),1283,22,1,35,2,0,131,204,58,34,0,5,3,58,19,5,111,489,74,30,2,0,0
96910  Syväsenvaara (Rovaniemi),489,7,0,75,0,0,137,47,88,3,0,2,1,20,34,2,23,25,17,8,0,0,0
96930  Napapiiri Rovaniemi (Rovaniemi),221,2,0,0,0,0,6,66,22,33,1,0,0,5,70,0,0,15,0,1,0,0,0
96960  Someroharju (Rovaniemi),201,0,0,17,0,0,0,1,0,0,0,0,32,1,0,140,0,0,0,10,0,0,0
97110  Rautionsaari (Rovaniemi),99,6,1,1,0,0,7,0,2,0,3,0,0,0,0,0,7,68,0,4,0,0,0
97130  Hirvas (Rovaniemi),65,1,0,4,2,0,13,3,18,0,0,0,0,1,0,0,6,14,0,3,0,0,0
97140  Muurola (Rovaniemi),188,19,0,3,0,0,10,10,6,10,0,0,0,2,1,0,35,90,0,2,0,0,0
97145  Totonvaara (Rovaniemi),200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0
97160  Petäjäinen (Rovaniemi),10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97170  Jaatila (Rovaniemi),12,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
97220  Sinettä (Rovaniemi),143,9,0,5,0,0,24,24,5,4,0,0,0,1,25,0,25,17,1,3,0,0,0
97240  Sonka (Rovaniemi),39,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,29,0,2,0,0,0
97250  Raanujärvi (Ylitornio),34,10,0,0,0,0,12,0,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0
97280  Tapio (Rovaniemi),29,16,0,2,0,0,6,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0
97290  Marraskoski (Rovaniemi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97310  Patokoski (Rovaniemi),21,11,0,0,0,0,0,3,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0
97320  Marrasjärvi (Rovaniemi),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97330  Rattosjärvi (Pello),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97335  Ruuhivaara (Pello),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97340  Meltaus-Jääskö-Perttaus (Rovaniemi),67,26,0,0,0,0,3,5,4,0,0,0,0,0,0,0,2,25,0,2,0,0,0
97370  Unarin-Luusua (Sodankylä),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97380  Kukasranta (Sodankylä),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97390  Kierinki (Sodankylä),17,11,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97420  Lohiniva (Kittilä),72,18,0,2,0,0,21,9,8,3,0,1,0,0,9,0,0,0,0,1,0,0,0
97430  Taapajärvi (Kolari),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97470  Alakylä-Sailehto (Kittilä),53,2,0,0,0,0,41,0,5,0,0,0,0,0,2,0,3,0,0,0,0,0,0
97510  Vikajärvi (Rovaniemi),14,5,0,0,0,0,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
97520  Nampa (Rovaniemi),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97530  Nampa-Yli-Nampa (Rovaniemi),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97540  Tiainen (Rovaniemi),10,4,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
97580  Misi (Rovaniemi),12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
97590  Raajärvi (Kemijärvi),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97610  Oikarainen (Rovaniemi),47,15,0,9,0,0,2,0,1,2,0,0,0,1,10,0,3,3,0,1,0,0,0
97615  Tennirova (Rovaniemi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97620  Viiri-Tennirova (Rovaniemi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97625  Vanttauskoski (Rovaniemi),84,9,0,0,0,0,2,7,6,24,0,0,0,0,9,0,14,10,2,1,0,0,0
97630  Pekkala (Rovaniemi),15,7,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0
97635  Juuniemi (Rovaniemi),25,5,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97645  Juujärvi (Kemijärvi),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97650  Juotas (Rovaniemi),11,8,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97655  Autti (Rovaniemi),11,8,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
97665  Pohjasperä (Ranua),21,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97670  Kivitaipale (Rovaniemi),34,1,0,5,0,0,11,0,0,0,0,0,0,0,2,0,7,8,0,0,0,0,0
97675  Narkaus-Kämät (Rovaniemi),14,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0
97680  Saari-Kämä (Rovaniemi),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97685  Siika-Kämä (Rovaniemi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97690  Sulaoja (Rovaniemi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97700  Ranua Keskus (Ranua),959,102,5,22,1,4,41,129,54,36,4,7,0,16,32,46,144,244,40,32,0,0,0
97715  Raiskio (Ranua),32,13,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0
97720  Yli-Simo-Raiskio (Ranua),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97760  Saariharju (Ranua),10,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97765  Kuha-Impiö-Itäranua (Ranua),13,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
97780  Kuukasjärvi-Petäjäjärvi (Ranua),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97785  Kelankylä (Ranua),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97810  Suorsa (Posio),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97815  Pernu-Suorsa (Posio),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97820  Perä-Posio (Posio),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97840  Lehtiniemi (Posio),12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97850  Ristilä (Posio),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97870  Jumisko (Posio),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97880  Nolimo-Jumisko (Posio),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97890  Karjalaisenniemi (Posio),44,37,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97895  Mourujärvi (Posio),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97900  Posio Keskus (Posio),716,53,0,78,3,4,11,87,36,15,0,16,4,9,50,42,54,211,7,36,0,0,0
97920  Suonnankylä (Posio),11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97925  Tolva (Posio),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97940  Lohiranta (Posio),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97950  Säikkä (Posio),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97960  Kuloharju-Säikkä (Posio),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97965  Kynsilä (Posio),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97970  Sirniö (Posio),19,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0
97980  Anetjärvi (Posio),15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97999  Köngäs (Kittilä),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98100  Kemijärvi Keskus (Kemijärvi),1376,49,0,2,14,23,40,239,53,36,8,16,26,87,40,168,85,420,20,50,0,0,0
98120  Särkikangas (Kemijärvi),336,11,3,63,14,0,15,43,33,3,0,0,0,1,1,6,51,79,4,9,0,0,0
98230  Luusua-Karsimus (Kemijärvi),12,6,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98310  Karvakko (Kemijärvi),175,13,0,75,0,0,21,1,20,0,12,0,1,0,1,0,0,28,2,1,0,0,0
98350  Tapionniemi (Kemijärvi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98360  Vuostimo (Kemijärvi),10,4,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
98400  Isokylä-Ryti-Lehtola (Kemijärvi),58,15,0,6,0,0,10,0,1,2,1,0,0,0,2,0,19,1,0,1,0,0,0
98420  Ryti-Lehtola (Kemijärvi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98440  Kallaanvaara (Kemijärvi),102,1,0,57,4,0,0,17,1,2,0,1,0,0,1,1,0,17,0,0,0,0,0
98450  Kostamo (Kemijärvi),21,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
98500  Pelkosenniemi Keskus (Pelkosenniemi),164,4,0,0,3,0,4,25,4,0,1,0,0,6,6,27,13,61,2,8,0,0,0
98510  Saunavaara (Pelkosenniemi),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98530  Pyhätunturi (Pelkosenniemi),157,2,0,0,0,4,20,12,0,48,0,0,0,0,24,0,0,1,38,8,0,0,0
98550  Suvanto (Pelkosenniemi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98560  Kairala-Luiro (Pelkosenniemi),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98570  Aapajärvi (Pelkosenniemi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98580  Luiro (Pelkosenniemi),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98600  Kursu (Salla),25,5,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98620  Pahkakumpu (Salla),12,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98630  Ahvenselkä (Pelkosenniemi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98660  Salmivaara (Salla),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98710  Joutsijärvi (Kemijärvi),13,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
98720  Suomutunturi (Kemijärvi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98760  Hirvasvaara-Paloperä (Salla),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98770  Aholanvaara (Salla),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98780  Maaninkavaara (Posio),12,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98790  Paloperä (Salla),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98800  Savukoski Keskus-Värriö (Savukoski),246,90,0,0,0,0,2,14,12,20,0,1,0,8,8,20,19,46,1,5,0,0,0
98810  Lunkkaus (Savukoski),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98820  Värriö (Savukoski),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98830  Martti-Ruuvaoja (Savukoski),11,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
98840  Ruuvaoja (Savukoski),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98850  Kuosku (Savukoski),14,11,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98900  Salla Keskus (Salla),806,73,0,10,13,9,15,60,42,53,0,11,9,22,39,75,54,263,28,30,0,0,0
98920  Kelloselkä (Salla),89,4,0,0,0,0,0,0,0,0,0,0,0,0,2,83,0,0,0,0,0,0,0
98930  Kotalankylä (Salla),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98950  Saija (Salla),17,11,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98960  Naruska (Salla),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98970  Onkamojärvi (Salla),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98980  Kallunki-Niemelä (Salla),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98995  Hautajärvi (Salla),27,14,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,1,3,1,0,0,0
99100  Kittilä Keskus (Kittilä),1269,71,16,12,7,25,89,120,137,67,6,13,6,34,83,139,105,290,11,38,0,0,0
99110  Kaukonen (Kittilä),95,6,51,0,0,0,2,6,9,1,0,0,1,9,0,0,4,0,5,1,0,0,0
99120  Kallo (Kittilä),11,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0
